id,key,value,type
15566674,cfcc,A41,tiger
15566674,tlid,78630740,tiger
15566674,county,Kanawha,addr
15566674,state,WV,addr
15566674,source,tiger_import_dch_v0.6_20070828,tiger
15566674,reviewed,no,tiger
15566674,separated,no,tiger
15566674,upload_uuid,bulk_upload.pl-d03d713e-792d-4535-937c-7a8069c06fe5,tiger
15566877,highway,footway,regular
15566877,cfcc,A71,tiger
15566877,tlid,78591274,tiger
15566877,county,Kanawha,addr
15566877,state,WV,addr
15566877,source,tiger_import_dch_v0.6_20070828,tiger
15566877,reviewed,no,tiger
15566877,upload_uuid,bulk_upload.pl-d03d713e-792d-4535-937c-7a8069c06fe5,tiger
15567145,highway,residential,regular
15567145,cfcc,A41,tiger
15567145,tlid,50000865,tiger
15567145,county,Lewis,addr
15567145,state,WV,addr
15567145,source,tiger_import_dch_v0.6_20070828,tiger
15567145,reviewed,no,tiger
15567145,separated,no,tiger
15567145,upload_uuid,bulk_upload.pl-7f894399-8a33-4d32-b935-71e3702fd95f,tiger
15567336,highway,residential,regular
15567336,cfcc,A41,tiger
15567336,tlid,50001480:50001481,tiger
15567336,county,Lewis,addr
15567336,state,WV,addr
15567336,source,tiger_import_dch_v0.6_20070828,tiger
15567336,reviewed,no,tiger
15567336,separated,no,tiger
15567336,upload_uuid,bulk_upload.pl-7f894399-8a33-4d32-b935-71e3702fd95f,tiger
15567508,name,Gunnoe Road,regular
15567508,highway,residential,regular
15567508,cfcc,A41,tiger
15567508,county,Kanawha,addr
15567508,state,WV,addr
15567508,reviewed,no,tiger
15567508,postcode,25304,addr
15567508,name_base,Gunnoe,tiger
15567508,name_type,Rd,tiger
15567508,postcode,25304,addr
15567671,highway,residential,regular
15567671,cfcc,A41,tiger
15567671,tlid,49993236,tiger
15567671,county,Lewis,addr
15567671,state,WV,addr
15567671,source,tiger_import_dch_v0.6_20070828,tiger
